Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
0.8,17.0,8.0,1543.0,Clay,13.67,18.1,No,No,Yes,Roadways,Yes,Working Class,No,428.63
0.29,43.0,13.0,2558.0,Clay,5.36,10.01,No,Yes,No,Airways,Yes,Wealthy,No,269.84
0.75,17.0,8.0,123516.0,Marble,895.46,69.78,No,Yes,Yes,Airways,No,Working Class,Yes,55036.68
0.99,37.0,6.0,9934.0,Bronze,27.79,55.51,No,No,No,Roadways,No,Working Class,No,2836.93
0.43,29.0,7.0,1250.0,Aluminium,5.07,15.43,Yes,Yes,No,Airways,No,Working Class,No,266.21
0.24,19.0,6.0,170477.0,Stone,529.95,48.53,No,No,No,Airways,No,Wealthy,Yes,2122.79
0.29,21.0,7.0,73339.0,Stone,247.43,42.43,No,No,No,Waterways,No,Working Class,No,694.76
0.78,26.0,6.0,78.0,Wood,5.29,11.41,No,No,Yes,Roadways,No,Wealthy,No,364.96
0.56,5.0,3.0,35.0,Wood,4.15,17.56,No,Yes,Yes,Roadways,No,Wealthy,Yes,193.14
0.1,34.0,6.0,105883.0,Marble,86.91,29.0,No,No,No,Waterways,No,Working Class,No,-381.65
0.46,30.0,14.0,19626.0,Bronze,24.11,69.84,No,No,No,Roadways,No,Working Class,No,911.8
0.35,26.0,7.0,318.0,Wood,4.76,16.34,No,Yes,Yes,Airways,No,Wealthy,No,224.43
0.62,30.0,12.0,3658.0,Clay,17.42,14.16,No,No,No,Waterways,Yes,Working Class,No,318.34
0.27,8.0,4.0,425.0,Brass,4.05,21.97,No,No,No,Airways,No,Wealthy,No,204.56
0.1,18.0,7.0,2816.0,Bronze,6.26,19.69,No,Yes,Yes,Roadways,No,Working Class,No,195.87
0.97,16.0,8.0,179449.0,Stone,980.25,84.97,Yes,No,Yes,Waterways,No,Working Class,No,359145.16
0.82,8.0,5.0,12281.0,Stone,45.66,50.39,No,No,No,Waterways,No,Working Class,No,939.27
0.57,19.0,7.0,1479.0,Clay,3.03,23.21,Yes,No,No,Roadways,Yes,Working Class,Yes,394.79
0.16,41.0,16.0,2823.0,Aluminium,5.05,16.64,No,No,Yes,Waterways,No,Working Class,No,190.46
0.17,17.0,6.0,1388.0,Bronze,5.04,14.59,Yes,No,No,Roadways,No,Working Class,No,162.46
0.58,7.0,5.0,119.0,Aluminium,5.78,22.48,No,No,No,Roadways,No,Working Class,No,260.9
0.69,34.0,14.0,35630.0,Bronze,135.77,73.53,No,No,No,Roadways,No,Working Class,Yes,1950.24
0.09,4.0,4.0,35.0,Wood,3.52,11.33,No,No,No,Roadways,No,Working Class,No,90.94
0.07,18.0,13.0,1475.0,Clay,6.1,14.63,No,No,Yes,Waterways,Yes,Working Class,No,166.25
0.58,14.0,6.0,1591.0,Bronze,5.8,15.03,No,No,Yes,Roadways,No,Working Class,No,267.25
0.57,26.0,14.0,916374.0,Marble,1395.66,91.66,No,Yes,No,Roadways,No,Wealthy,No,6342.48
0.63,7.0,5.0,710.0,Brass,6.61,12.04,No,Yes,No,Airways,No,Working Class,Yes,-281.72
0.06,17.0,9.0,12939.0,Brass,15.06,71.1,Yes,No,No,Waterways,No,Working Class,No,330.46
0.25,21.0,6.0,220.0,Wood,4.11,21.05,No,No,No,Roadways,No,Working Class,No,151.01
0.53,37.0,14.0,2835.0,Aluminium,5.72,24.16,No,No,Yes,Waterways,No,Working Class,No,410.64
0.36,8.0,5.0,686.0,Brass,3.15,12.36,No,No,No,Roadways,No,Working Class,No,167.31
0.79,16.0,6.0,689.0,Clay,6.32,14.91,No,No,No,Roadways,Yes,Working Class,Yes,429.19
0.45,38.0,18.0,7552271.0,Stone,8493.38,55.01,No,No,Yes,Waterways,No,Working Class,Yes,124534.47
0.77,21.0,8.0,1908.0,Clay,8.0,15.9,No,Yes,Yes,Airways,Yes,Wealthy,No,1288.09
0.7,35.0,13.0,31375.0,Brass,49.15,73.47,No,Yes,No,Roadways,No,Wealthy,No,2349.52
0.19,27.0,11.0,18767.0,Bronze,45.83,25.81,No,Yes,No,Roadways,No,Wealthy,No,381.93
0.35,33.0,17.0,4174934.0,Stone,7808.66,37.93,No,No,No,Airways,No,Wealthy,No,59708.44
0.61,33.0,9.0,736.0,Wood,4.68,16.13,No,No,No,Roadways,No,Working Class,Yes,327.09
0.76,20.0,10.0,389.0,Wood,3.02,20.79,No,Yes,Yes,Airways,No,Wealthy,No,559.49
0.14,4.0,4.0,1007.0,Stone,6.3,17.68,No,Yes,No,Airways,No,Wealthy,No,226.64
0.34,33.0,12.0,49445.0,Brass,104.95,78.63,No,No,Yes,Roadways,No,Working Class,No,1039.62
0.54,24.0,8.0,106545.0,Marble,683.44,79.99,Yes,No,No,Airways,No,Working Class,No,6470.77
0.84,5.0,3.0,35.0,Aluminium,3.78,18.82,Yes,Yes,No,Airways,No,Wealthy,No,284.62
0.57,40.0,11.0,885511.0,Marble,3631.7,44.96,No,No,No,Roadways,Yes,Working Class,No,13019.5
0.77,23.0,12.0,26656.0,Brass,129.83,26.09,Yes,Yes,No,Airways,No,Wealthy,No,1888.42
0.64,26.0,6.0,1430.0,Clay,8.69,22.07,Yes,Yes,No,Airways,Yes,Wealthy,No,860.64
0.86,59.0,20.0,179476.0,Bronze,798.46,91.87,No,No,No,Roadways,No,Working Class,No,42256.59
0.21,12.0,8.0,37380.0,Marble,46.55,80.59,No,Yes,No,Roadways,No,Working Class,No,586.62
0.11,13.0,7.0,2656.0,Brass,8.52,14.74,Yes,Yes,No,Airways,No,Wealthy,Yes,240.69
0.83,25.0,10.0,2302.0,Clay,5.87,14.62,Yes,Yes,Yes,Airways,Yes,Wealthy,No,994.37
0.5,18.0,6.0,5423.0,Brass,42.62,29.65,Yes,No,No,Airways,No,Working Class,No,-520.35
0.56,23.0,8.0,227096.0,Marble,437.58,39.31,Yes,Yes,Yes,Airways,No,Wealthy,No,5353.38
0.89,28.0,13.0,31311.0,Bronze,131.98,38.63,No,No,Yes,Airways,No,Wealthy,No,2182.41
0.47,11.0,8.0,61224.0,Stone,155.42,52.34,No,Yes,No,Roadways,No,Wealthy,No,1020.59
0.55,30.0,15.0,1195439.0,Marble,2611.64,27.57,Yes,No,Yes,Waterways,No,Working Class,No,-6854.04
0.39,29.0,10.0,721443.0,Stone,2163.07,84.61,No,No,No,Waterways,No,Working Class,No,5022.84
0.79,36.0,6.0,68354.0,Marble,534.4,67.97,No,Yes,No,Airways,Yes,Wealthy,No,11730.57
0.93,19.0,8.0,102566.0,Marble,452.14,89.85,No,No,No,Roadways,No,Working Class,No,6576.86
0.43,20.0,8.0,4876.0,Brass,11.74,20.24,Yes,No,No,Waterways,No,Working Class,No,264.58
0.7,32.0,22.0,105447.0,Brass,108.71,83.23,No,No,No,Roadways,No,Working Class,No,2590.35
0.16,11.0,8.0,766.0,Clay,4.26,16.5,Yes,Yes,No,Airways,Yes,Wealthy,No,200.42
0.77,13.0,7.0,27003.0,Marble,61.98,61.54,No,No,Yes,Roadways,No,Working Class,Yes,2599.07
0.03,29.0,14.0,5376.0,Clay,6.41,27.18,No,No,Yes,Waterways,Yes,Working Class,No,209.12
0.6,23.0,7.0,1737.0,Clay,8.76,22.74,Yes,No,Yes,Waterways,Yes,Working Class,No,708.59
0.41,19.0,7.0,389.0,Aluminium,4.32,23.91,No,No,No,Roadways,No,Working Class,Yes,257.86
0.48,8.0,4.0,5164.0,Stone,22.36,99.71,No,No,Yes,Airways,No,Wealthy,No,854.89
0.76,31.0,19.0,39961.0,Bronze,173.74,80.04,Yes,No,Yes,Waterways,No,Working Class,No,3029.56
0.26,18.0,8.0,2049.0,Clay,6.78,11.65,No,No,Yes,Roadways,Yes,Working Class,No,210.83
0.68,20.0,12.0,10751.0,Bronze,72.01,94.58,Yes,No,No,Waterways,No,Working Class,No,3188.89
0.77,31.0,15.0,25100.0,Brass,143.51,90.36,No,No,No,Roadways,No,Working Class,No,2817.83
0.76,17.0,6.0,333.0,Aluminium,3.52,12.8,No,No,No,Roadways,No,Working Class,No,236.46
0.13,28.0,12.0,377884.0,Marble,1205.08,64.92,No,No,No,Roadways,No,Working Class,No,1815.59
0.62,23.0,11.0,976.0,Aluminium,3.91,15.14,No,Yes,No,Roadways,No,Wealthy,Yes,336.71
0.93,39.0,24.0,100937.0,Bronze,1039.9,35.22,Yes,No,Yes,Roadways,No,Working Class,Yes,6879.95
0.79,37.0,15.0,395.0,Wood,5.22,17.55,No,Yes,Yes,Roadways,No,Working Class,No,686.32
0.91,7.0,4.0,2655.0,Marble,17.33,10.03,No,No,Yes,Roadways,No,Working Class,No,266.23
0.65,37.0,14.0,958.0,Wood,4.41,13.54,Yes,No,No,Waterways,No,Working Class,No,291.34
0.16,15.0,8.0,90.0,Wood,3.81,24.75,No,No,No,Roadways,No,Working Class,Yes,165.42
0.14,48.0,10.0,1269039.0,Marble,1745.31,79.1,Yes,No,Yes,Waterways,Yes,Working Class,Yes,-2437.61
0.39,15.0,7.0,935.0,Clay,3.92,24.38,Yes,No,Yes,Waterways,Yes,Working Class,No,279.02
0.06,18.0,10.0,1071.0,Aluminium,6.55,12.76,No,No,No,Airways,No,Working Class,No,121.74
0.61,28.0,6.0,731.0,Aluminium,3.82,19.81,No,No,Yes,Roadways,No,Working Class,No,341.21
0.79,28.0,14.0,647.0,Aluminium,6.15,23.67,No,Yes,No,Airways,No,Wealthy,No,790.16
0.07,16.0,8.0,5596.0,Bronze,14.87,87.72,Yes,Yes,No,Airways,No,Working Class,Yes,435.36
0.59,22.0,15.0,16046.0,Brass,99.52,89.55,Yes,No,Yes,Waterways,No,Working Class,No,-4895.23
0.66,33.0,21.0,6521.0,Clay,26.45,28.77,Yes,No,Yes,Waterways,Yes,Working Class,Yes,940.08
0.41,19.0,7.0,389.0,Aluminium,4.32,23.91,No,No,No,Roadways,No,Working Class,Yes,257.86
0.92,12.0,8.0,86.0,Wood,5.44,23.41,No,No,No,Roadways,No,Wealthy,No,625.62
0.17,9.0,4.0,2403.0,Marble,7.81,19.93,No,No,No,Roadways,No,Working Class,Yes,218.59
0.73,30.0,7.0,255.0,Wood,3.81,19.43,No,No,Yes,Airways,No,Working Class,Yes,483.53
0.75,15.0,8.0,233.0,Aluminium,5.87,17.17,No,No,Yes,Roadways,No,Working Class,Yes,409.97
0.16,14.0,8.0,451.0,Aluminium,5.1,13.99,No,No,No,Airways,No,Working Class,No,134.1
0.75,25.0,14.0,21020.0,Brass,126.04,51.83,No,No,No,Waterways,No,Working Class,No,1291.82
0.81,14.0,6.0,560.0,Clay,3.34,13.84,No,No,No,Roadways,Yes,Working Class,No,287.17
0.24,12.0,7.0,859.0,Clay,3.82,19.7,Yes,No,No,Roadways,Yes,Working Class,Yes,225.56
0.05,13.0,7.0,107.0,Wood,3.58,24.2,No,No,No,Waterways,No,Working Class,No,125.41
0.56,42.0,19.0,1505.0,Wood,6.37,11.69,No,No,No,Roadways,No,Working Class,No,297.9
0.34,3.0,3.0,42.0,Brass,6.28,19.31,No,No,No,Roadways,No,Working Class,No,198.58
0.5,42.0,18.0,101014.0,Brass,597.35,70.97,No,Yes,Yes,Roadways,No,Wealthy,No,-6266.58
0.82,4.0,3.0,41.0,Aluminium,4.54,13.28,Yes,No,No,Waterways,No,Working Class,No,-185.59
0.48,22.0,12.0,12621.0,Bronze,8.28,37.96,Yes,No,Yes,Waterways,No,Working Class,No,585.09
0.84,18.0,8.0,10801.0,Brass,102.63,88.99,No,Yes,Yes,Airways,No,Wealthy,No,2579.86
0.17,43.0,9.0,12382.0,Bronze,17.73,81.38,No,Yes,No,Airways,No,Wealthy,No,523.58
0.72,12.0,8.0,148.0,Wood,5.19,16.33,No,No,No,Roadways,No,Wealthy,No,355.84
0.38,39.0,13.0,14380.0,Bronze,40.92,91.04,No,No,Yes,Roadways,No,Working Class,No,1090.4
0.77,34.0,16.0,1678895.0,Marble,5338.9,88.54,Yes,No,No,Airways,No,Working Class,No,76931.46
0.42,57.0,25.0,27612.0,Clay,24.87,86.43,No,No,Yes,Roadways,Yes,Wealthy,No,1984.44
0.37,18.0,9.0,233674.0,Stone,1011.11,90.95,No,Yes,No,Roadways,No,Wealthy,No,3538.17
0.64,5.0,5.0,315.0,Brass,5.74,15.91,No,No,No,Roadways,No,Working Class,No,243.11
0.39,24.0,8.0,2151.0,Clay,8.13,19.71,No,Yes,Yes,Airways,Yes,Wealthy,No,400.81
0.38,5.0,4.0,959.0,Marble,5.18,20.28,No,No,No,Waterways,No,Working Class,No,237.29
0.84,18.0,8.0,10381.0,Brass,26.1,45.79,Yes,Yes,No,Airways,No,Working Class,No,-1536.89
0.77,30.0,13.0,30361.0,Brass,99.92,42.49,No,No,No,Roadways,No,Working Class,No,10639.71
0.71,17.0,9.0,110669.0,Marble,159.78,80.46,No,No,No,Roadways,No,Working Class,No,1570.37
0.68,40.0,8.0,20765.0,Bronze,46.67,90.77,No,No,Yes,Roadways,No,Working Class,No,2314.7
0.01,55.0,13.0,2238974.0,Marble,933.98,93.78,No,No,No,Airways,Yes,Working Class,No,4533.45
0.6,41.0,9.0,995706.0,Marble,1401.65,60.5,No,No,No,Roadways,Yes,Working Class,No,5080.6
0.38,19.0,9.0,4554.0,Bronze,14.64,11.09,Yes,No,Yes,Waterways,No,Working Class,No,192.05
0.11,10.0,4.0,299.0,Clay,3.54,11.5,No,No,Yes,Airways,Yes,Working Class,No,113.19
0.45,3.0,2.0,13.0,Clay,3.02,22.39,Yes,No,No,Roadways,Yes,Working Class,No,-190.7
0.07,9.0,4.0,74.0,Clay,6.77,11.75,No,No,Yes,Roadways,Yes,Working Class,Yes,-137.87
0.63,4.0,4.0,679.0,Stone,3.68,23.91,Yes,No,No,Waterways,No,Wealthy,No,298.07
0.18,33.0,7.0,570354.0,Stone,229.08,65.75,No,No,Yes,Roadways,No,Working Class,No,1610.34
0.5,3.0,2.0,16.0,Clay,5.06,11.35,No,Yes,Yes,Airways,Yes,Wealthy,No,178.51
0.45,22.0,9.0,474405.0,Stone,1506.86,95.52,No,No,No,Airways,No,Working Class,No,4331.07
0.24,38.0,17.0,3750.0,Aluminium,4.65,17.83,Yes,No,No,Airways,No,Working Class,No,229.58
0.29,9.0,5.0,755.0,Bronze,5.79,16.16,No,No,Yes,Roadways,No,Wealthy,No,204.35
0.5,33.0,8.0,380334.0,Marble,406.43,90.94,Yes,No,No,Waterways,No,Working Class,No,2885.77
0.59,42.0,21.0,187059.0,Brass,654.71,45.19,No,Yes,No,Roadways,No,Working Class,Yes,12518.59
0.95,25.0,14.0,40827.0,Brass,76.54,92.67,Yes,Yes,Yes,Airways,No,Wealthy,No,14362.22
0.85,34.0,28.0,95208.0,Bronze,701.08,93.88,Yes,Yes,Yes,Airways,No,Working Class,No,60552.92
0.16,29.0,8.0,228818.0,Marble,694.44,72.78,Yes,No,No,Waterways,No,Wealthy,No,1858.72
0.35,29.0,13.0,2100801.0,Stone,3094.46,71.37,No,No,No,Waterways,No,Working Class,No,8192.2
0.18,4.0,4.0,71.0,Clay,4.35,21.01,No,No,No,Roadways,Yes,Working Class,No,132.69
0.56,34.0,10.0,14435.0,Bronze,22.68,39.25,Yes,No,No,Waterways,No,Working Class,No,685.42
0.79,30.0,10.0,1511.0,Clay,9.49,18.02,No,Yes,No,Roadways,Yes,Wealthy,No,1834.22
0.49,38.0,17.0,2025541.0,Marble,12189.62,94.02,No,No,No,Waterways,Yes,Wealthy,No,19320.96
0.29,15.0,8.0,653.0,Clay,5.73,19.16,No,No,No,Roadways,Yes,Working Class,No,-179.03
0.42,37.0,14.0,395.0,Wood,5.43,18.45,Yes,Yes,No,Airways,No,Wealthy,No,277.98
0.6,14.0,8.0,2097.0,Bronze,13.75,18.16,Yes,No,No,Waterways,No,Working Class,No,267.02
0.5,7.0,4.0,144.0,Clay,6.74,11.27,No,No,No,Roadways,Yes,Working Class,No,194.11
0.99,30.0,7.0,1104.0,Aluminium,5.91,14.04,Yes,No,Yes,Waterways,No,Working Class,No,-801.86
0.47,13.0,7.0,34249.0,Marble,26.86,40.19,No,No,Yes,Roadways,No,Working Class,No,552.88
0.54,36.0,17.0,2144437.0,Marble,1743.79,60.88,No,No,No,Roadways,Yes,Working Class,No,5593.05
0.14,16.0,6.0,101.0,Wood,6.32,17.64,Yes,No,Yes,Airways,No,Working Class,No,-154.09
0.16,18.0,10.0,581.0,Aluminium,3.74,22.93,No,No,No,Roadways,No,Working Class,No,141.63
0.98,28.0,7.0,606.0,Aluminium,5.34,14.09,No,Yes,No,Airways,No,Wealthy,Yes,926.94
0.44,34.0,16.0,23326.0,Bronze,28.82,30.81,Yes,No,Yes,Airways,No,Working Class,No,719.97
0.4,18.0,10.0,9019.0,Brass,18.3,95.98,Yes,No,No,Waterways,No,Working Class,No,-786.55
0.48,21.0,11.0,3153.0,Clay,14.3,16.87,No,No,No,Roadways,Yes,Working Class,No,293.31
0.83,20.0,9.0,435811.0,Stone,293.35,87.29,No,Yes,Yes,Roadways,No,Wealthy,Yes,6625.75
0.71,12.0,8.0,3893.0,Brass,12.63,23.35,No,No,Yes,Roadways,No,Working Class,Yes,476.79
0.12,17.0,11.0,278914.0,Stone,273.44,35.42,Yes,No,Yes,Roadways,No,Working Class,No,1158.62
0.32,12.0,7.0,342.0,Aluminium,3.97,12.14,No,No,Yes,Airways,No,Working Class,Yes,157.65
0.38,43.0,14.0,1718.0,Aluminium,5.06,20.6,Yes,No,Yes,Waterways,No,Working Class,No,323.05
0.94,13.0,6.0,2662.0,Bronze,13.06,17.94,No,No,No,Roadways,No,Working Class,No,435.29
0.32,14.0,6.0,90.0,Wood,5.21,16.0,No,No,No,Roadways,No,Working Class,No,151.07
0.9,54.0,16.0,3966.0,Aluminium,5.59,17.47,No,No,No,Roadways,No,Working Class,No,1076.39
0.51,19.0,8.0,622.0,Aluminium,3.63,10.06,Yes,No,No,Airways,No,Working Class,No,163.48
0.63,46.0,20.0,61188.0,Bronze,62.8,69.14,No,Yes,No,Airways,No,Working Class,No,3285.86
0.39,36.0,10.0,6152.0,Bronze,11.69,46.51,No,Yes,Yes,Airways,No,Wealthy,No,-722.84
0.43,6.0,4.0,94.0,Aluminium,6.88,24.1,No,Yes,Yes,Roadways,No,Wealthy,Yes,257.61
0.94,22.0,11.0,156069.0,Marble,318.99,49.63,No,Yes,No,Airways,No,Wealthy,No,4964.25
0.44,51.0,29.0,8559.0,Aluminium,12.56,45.96,No,No,No,Roadways,No,Working Class,No,675.26
0.54,15.0,7.0,149.0,Wood,6.51,14.47,No,Yes,No,Roadways,No,Wealthy,No,249.71
0.52,27.0,12.0,2149.0,Aluminium,5.16,19.51,Yes,No,No,Roadways,No,Working Class,No,353.87
0.29,38.0,20.0,8214668.0,Stone,6665.25,34.32,Yes,Yes,No,Airways,No,Wealthy,No,217756.39
0.2,15.0,7.0,239.0,Wood,6.24,12.64,No,Yes,No,Airways,No,Working Class,Yes,132.0
0.98,30.0,8.0,326950.0,Marble,919.64,34.42,Yes,Yes,Yes,Airways,No,Working Class,Yes,612385.56
0.98,26.0,9.0,215.0,Wood,5.99,23.98,No,No,No,Waterways,No,Working Class,No,1043.41
0.31,24.0,9.0,2202.0,Clay,5.45,23.57,No,Yes,No,Airways,Yes,Wealthy,No,315.11
0.76,5.0,5.0,1539.0,Marble,3.05,22.79,Yes,No,No,Waterways,No,Wealthy,No,321.21
0.29,28.0,7.0,14818.0,Brass,10.19,48.48,No,No,Yes,Roadways,No,Working Class,No,448.43
0.17,51.0,26.0,11075102.0,Marble,41614.21,42.42,No,Yes,Yes,Airways,Yes,Working Class,Yes,333145.3
0.79,43.0,21.0,14529.0,Clay,115.84,55.68,Yes,Yes,Yes,Airways,Yes,Wealthy,No,4720.75
0.65,18.0,6.0,1303.0,Clay,8.59,11.72,No,Yes,Yes,Roadways,Yes,Wealthy,No,668.56
0.59,26.0,6.0,133987.0,Marble,409.78,55.05,No,Yes,No,Airways,No,Wealthy,No,3619.57
0.71,3.0,2.0,12.0,Clay,5.1,23.47,No,Yes,No,Roadways,Yes,Wealthy,No,257.66
0.47,15.0,8.0,239.0,Aluminium,4.85,20.82,Yes,No,Yes,Waterways,No,Working Class,Yes,271.46
0.51,35.0,11.0,19396.0,Brass,52.16,96.24,No,No,No,Roadways,No,Working Class,No,1565.58
0.02,7.0,5.0,507.0,Bronze,5.7,15.36,No,No,No,Roadways,No,Working Class,No,116.56
0.53,49.0,23.0,8417.0,Aluminium,8.6,28.5,No,No,Yes,Roadways,No,Wealthy,No,920.97
0.45,37.0,9.0,1443.0,Aluminium,8.08,11.5,No,Yes,No,Airways,No,Working Class,Yes,319.67
0.75,34.0,17.0,778.0,Wood,6.73,22.48,No,No,No,Roadways,No,Working Class,Yes,723.91
0.88,32.0,16.0,31271.0,Bronze,55.47,45.35,No,No,No,Waterways,No,Wealthy,Yes,3004.05
0.21,27.0,8.0,687.0,Aluminium,3.85,15.8,No,No,No,Airways,No,Working Class,Yes,-143.46
0.13,23.0,13.0,1648.0,Aluminium,3.44,19.28,No,No,No,Roadways,No,Wealthy,No,158.12
0.66,17.0,6.0,157.0,Wood,5.97,20.92,Yes,Yes,No,Airways,No,Working Class,No,350.91
0.27,15.0,8.0,132045.0,Stone,436.91,84.82,Yes,No,No,Airways,No,Working Class,Yes,2106.9
0.94,32.0,12.0,2499.0,Aluminium,6.4,24.08,No,No,Yes,Roadways,No,Working Class,Yes,1424.77
0.43,28.0,9.0,973.0,Aluminium,6.89,12.97,Yes,No,Yes,Waterways,No,Working Class,No,236.08
0.19,36.0,11.0,2263.0,Aluminium,3.5,21.71,No,No,No,Roadways,No,Wealthy,No,188.67
0.53,7.0,5.0,666.0,Brass,6.49,15.69,Yes,No,Yes,Roadways,No,Working Class,No,327.56
0.55,20.0,7.0,186299.0,Stone,347.9,26.53,Yes,No,No,Waterways,No,Working Class,Yes,1699.05
0.43,17.0,8.0,340.0,Wood,5.28,20.73,Yes,No,No,Waterways,No,Working Class,No,236.43
0.38,15.0,6.0,20659.0,Marble,133.3,95.05,No,No,Yes,Roadways,No,Working Class,No,904.72
0.54,26.0,12.0,14026.0,Bronze,56.14,93.29,Yes,No,No,Waterways,No,Working Class,No,-1567.14
0.28,46.0,8.0,567.0,Wood,6.06,11.65,No,No,No,Roadways,No,Wealthy,No,152.59
0.02,8.0,4.0,2835.0,Marble,6.74,18.69,No,No,No,Roadways,No,Working Class,Yes,190.6
0.14,12.0,6.0,309.0,Aluminium,5.55,21.2,No,Yes,Yes,Airways,No,Wealthy,No,180.19
1.0,33.0,11.0,1564.0,Aluminium,8.52,13.03,No,No,Yes,Airways,No,Working Class,No,2999.42
0.18,23.0,10.0,14363.0,Brass,8.16,83.97,No,No,No,Roadways,No,Wealthy,Yes,531.42
0.41,3.0,2.0,144.0,Stone,4.84,14.67,No,No,No,Airways,No,Working Class,No,188.14
0.6,19.0,14.0,224116.0,Marble,1081.2,75.07,Yes,No,No,Waterways,No,Wealthy,No,2871.72
0.48,24.0,7.0,528.0,Aluminium,5.91,13.89,No,No,No,Waterways,No,Working Class,No,192.31
0.19,34.0,6.0,872.0,Aluminium,5.41,21.09,No,No,No,Roadways,No,Wealthy,No,160.98
0.18,6.0,5.0,197.0,Clay,4.17,22.73,No,No,No,Roadways,Yes,Working Class,No,158.81
0.8,23.0,15.0,3115.0,Clay,7.95,16.16,No,No,Yes,Airways,Yes,Working Class,Yes,915.1
0.02,6.0,4.0,74.0,Clay,6.4,10.84,Yes,No,No,Waterways,Yes,Working Class,No,110.44
0.19,11.0,8.0,450.0,Clay,6.93,23.66,No,Yes,Yes,Roadways,Yes,Wealthy,Yes,269.41
0.45,25.0,7.0,332.0,Wood,3.96,23.85,No,No,No,Waterways,No,Working Class,No,224.14
0.3,14.0,7.0,2613.0,Bronze,5.69,14.47,Yes,No,No,Airways,No,Working Class,No,196.51
0.85,33.0,16.0,2524.0,Aluminium,3.61,20.09,Yes,No,No,Airways,No,Working Class,No,871.73
0.31,3.0,3.0,33.0,Clay,5.9,23.57,Yes,No,Yes,Waterways,Yes,Working Class,No,185.25
0.64,26.0,11.0,830.0,Aluminium,3.78,20.32,No,Yes,No,Roadways,No,Wealthy,No,452.74
0.26,52.0,35.0,39824.0,Clay,100.95,94.59,No,No,No,Roadways,Yes,Working Class,No,1245.99
0.47,19.0,8.0,2051.0,Clay,3.91,17.22,Yes,No,No,Waterways,Yes,Working Class,No,224.07
0.16,20.0,7.0,26330.0,Marble,45.1,40.64,No,No,No,Roadways,No,Working Class,No,-388.38
0.75,7.0,4.0,1985.0,Marble,12.59,14.01,No,No,No,Roadways,No,Working Class,No,268.94
0.41,8.0,4.0,432.0,Bronze,5.53,22.87,No,Yes,No,Airways,No,Wealthy,No,246.73
0.58,14.0,7.0,440.0,Aluminium,3.45,18.1,No,No,No,Roadways,No,Working Class,No,252.14
0.15,18.0,6.0,84383.0,Stone,201.25,47.23,Yes,No,No,Airways,No,Working Class,No,984.07
0.04,26.0,9.0,399.0,Aluminium,3.07,10.39,No,No,No,Roadways,No,Working Class,Yes,98.37
0.13,22.0,8.0,327.0,Aluminium,3.02,13.33,Yes,No,No,Waterways,No,Working Class,No,112.69
0.07,35.0,14.0,2946.0,Aluminium,10.52,24.33,No,Yes,No,Roadways,No,Working Class,No,171.32
0.8,6.0,5.0,120.0,Aluminium,3.72,17.74,Yes,Yes,No,Airways,No,Working Class,Yes,278.69
0.28,30.0,10.0,1007887.0,Stone,2528.55,99.26,No,Yes,Yes,Airways,No,Working Class,No,9718.72
0.68,34.0,25.0,7472933.0,Stone,37696.04,70.43,No,No,No,Airways,No,Wealthy,No,184247.28
0.6,9.0,5.0,58.0,Aluminium,5.22,22.94,No,No,No,Waterways,No,Working Class,No,283.6
0.12,22.0,10.0,23991.0,Brass,16.36,68.25,No,No,No,Roadways,No,Working Class,No,444.41
0.26,13.0,8.0,71725.0,Stone,158.91,51.46,No,No,No,Waterways,No,Working Class,Yes,549.49
0.42,11.0,6.0,15189.0,Marble,23.46,50.99,No,No,No,Waterways,No,Working Class,No,495.87
0.78,26.0,7.0,10936.0,Brass,61.1,98.71,Yes,Yes,Yes,Airways,No,Working Class,No,-3867.84
0.84,9.0,4.0,148.0,Aluminium,5.83,18.88,Yes,No,Yes,Waterways,No,Working Class,No,354.71
0.65,21.0,7.0,73.0,Wood,4.02,23.76,Yes,No,No,Waterways,No,Working Class,No,389.95
0.91,7.0,4.0,2655.0,Marble,17.33,10.03,No,No,Yes,Roadways,No,Working Class,No,266.23
0.22,25.0,22.0,37710.0,Bronze,47.45,65.94,No,No,No,Roadways,No,Working Class,No,666.12
0.54,26.0,12.0,4427.0,Clay,11.84,16.24,No,No,Yes,Roadways,Yes,Wealthy,No,390.31
0.09,20.0,7.0,564.0,Aluminium,4.2,18.25,Yes,No,No,Airways,No,Wealthy,No,161.69
0.86,13.0,6.0,14856.0,Marble,64.28,82.15,Yes,No,Yes,Waterways,No,Working Class,No,3247.5
0.19,9.0,5.0,1172.0,Brass,5.07,13.57,Yes,Yes,Yes,Airways,No,Wealthy,No,203.14
0.39,36.0,10.0,1596.0,Clay,3.72,17.09,No,No,No,Roadways,Yes,Working Class,No,253.87
0.8,29.0,7.0,220.0,Wood,3.34,20.38,No,No,Yes,Roadways,No,Working Class,No,569.96
0.27,16.0,8.0,672.0,Clay,6.62,24.77,Yes,No,Yes,Airways,Yes,Working Class,No,275.79
0.18,6.0,4.0,29.0,Wood,5.02,10.92,Yes,No,No,Waterways,No,Working Class,No,104.46
0.56,12.0,8.0,797.0,Clay,3.47,18.87,No,No,Yes,Roadways,Yes,Working Class,No,275.69
